,ID,t,phi,f,P,mw,w10m,v,r,rf
74,1409,-6,122.65,1.72e-05,945.0,85.0,3.08,29.22662249,206.4051973,36.24
75,1409,-3,121.9,1.76e-05,945.0,85.0,2.9,29.19439029,119.678222,28.68
76,1409,0,121.15,1.77e-05,952.5,77.5,5.2,27.24369073,58.81026375,21.93
77,1409,3,120.4,1.78e-05,960.0,70.0,5.26,27.23192808,77.19744621,26.82
78,1409,6,119.7,1.84e-05,962.5,67.5,5.68,30.14290393,138.1869027,42.66
79,1409,9,119.0,1.89e-05,965.0,65.0,6.69,30.099378,220.0288367,43.68
80,1409,12,118.3,1.89e-05,967.5,62.5,9.23,25.07771505,293.4754995,21.57
81,1409,15,117.6,1.89e-05,970.0,60.0,7.63,25.07771505,367.6453466,19.38
82,1409,18,117.2,1.93e-05,970.0,60.0,5.28,17.04069548,414.3625267,0.0
83,1409,21,116.8,1.96e-05,970.0,60.0,3.14,17.02622197,461.8264399,0.0
84,1409,24,116.2,1.99e-05,965.0,62.5,2.54,24.11703653,531.7962034,0.0
85,1325,-24,125.75,1.92e-05,977.5,62.5,1.75,0.0,517.7282557,0.0
86,1325,-21,125.4,1.92e-05,975.0,65.0,1.27,12.52697141,480.6003323,0.0
87,1325,-18,124.95,1.92e-05,972.5,67.5,1.28,16.1061061,432.979296,0.0
88,1325,-15,124.5,1.92e-05,970.0,70.0,1.38,16.1061061,385.5318168,2.7
89,1325,-12,123.9,1.92e-05,970.0,70.0,1.42,21.47480813,322.6708067,2.85
90,1325,-9,123.3,1.92e-05,970.0,70.0,1.4,21.47480813,260.5746153,3.45
91,1325,-6,122.85,1.93e-05,970.0,70.0,2.37,16.20812801,216.9150115,6.66
92,1325,-3,122.4,1.93e-05,970.0,70.0,3.42,16.2042901,175.9326104,21.42
93,1325,0,121.45,1.94e-05,972.5,67.5,3.71,34.02761346,106.4388374,40.71
94,1325,3,120.5,1.94e-05,975.0,65.0,4.31,34.01941778,112.0617763,35.52
95,1325,6,119.75,1.93e-05,975.0,65.0,5.63,27.40468372,156.0331391,27.33
96,1325,9,119.0,1.91e-05,975.0,65.0,5.02,27.42347612,222.9666188,22.95
97,1325,12,118.6,1.91e-05,972.5,67.5,4.01,14.32335264,264.3113048,23.97
98,1325,15,118.2,1.91e-05,970.0,70.0,4.53,14.32335264,306.1040188,26.7
99,1325,18,117.6,1.89e-05,970.0,70.0,5.72,21.81114279,367.6453466,15.99
100,1325,21,117.0,1.88e-05,970.0,70.0,5.23,21.82108475,430.4383279,0.0
101,1325,24,116.35,1.89e-05,967.5,72.5,4.32,23.36524042,500.4183453,0.0
102,1914,-24,126.3,2.27e-05,1008.0,0.0,2.05,0.0,689.5697204,0.0
103,1914,-21,126.1,2.27e-05,1007.0,0.0,1.8,7.290596043,669.2794308,0.0
104,1914,-18,125.9,2.26e-05,1006.0,0.0,1.92,7.292544045,649.071402,0.0
105,1914,-15,125.45,2.26e-05,1006.0,0.0,3.31,15.87163909,611.5614084,0.0
106,1914,-12,125.0,2.26e-05,1006.0,0.0,3.99,15.87163909,575.5479028,0.0
107,1914,-9,124.4,2.26e-05,1006.0,0.0,3.25,21.16218545,530.3830829,0.0
108,1914,-6,123.8,2.26e-05,1006.0,0.0,2.06,21.16218545,489.3037159,0.0
109,1914,-3,123.25,2.27e-05,1006.0,0.0,2.02,19.73736996,465.5880032,0.0
110,1914,0,122.7,2.28e-05,1006.0,0.0,1.87,19.7264154,448.5557161,0.0
111,1914,3,122.3,2.36e-05,1005.0,0.0,1.98,26.26592902,496.5611649,0.0
112,1914,6,121.9,2.43e-05,1004.0,0.0,1.86,26.23904813,551.8435543,0.0
113,1914,9,121.2,2.4e-05,1004.0,0.0,2.27,26.20848644,516.1306765,0.0
114,1914,12,120.5,2.37e-05,1004.0,0.0,3.31,26.24320311,490.50458,0.0
115,1914,15,119.55,2.39e-05,1003.0,0.0,3.86,33.7596924,526.5224979,0.0
116,1914,18,118.6,2.4e-05,1002.0,0.0,2.36,33.72972288,578.1544813,0.0
117,1914,21,117.95,2.39e-05,1002.0,0.0,2.08,23.45058951,596.8393844,0.0
118,1914,24,117.3,2.37e-05,1002.0,0.0,1.62,23.47063256,623.0796587,0.0
119,1724,-24,126.35,1.47e-05,1005.0,0.0,4.13,0.0,667.9970278,0.0
120,1724,-21,125.6,1.52e-05,1004.0,0.0,2.4,30.97358519,574.3263632,0.0
121,1724,-18,124.95,1.56e-05,1005.0,0.0,2.45,26.03922536,495.902524,0.0
122,1724,-15,124.3,1.6e-05,1006.0,0.0,2.37,26.01443846,417.6875953,0.0
123,1724,-12,123.55,1.64e-05,1005.0,0.0,2.61,29.29918779,330.5465911,3.6
124,1724,-9,122.8,1.67e-05,1004.0,0.0,2.64,29.26854214,244.3880429,6.57
125,1724,-6,122.15,1.7e-05,1004.0,0.0,4.61,25.20544721,172.2109836,12.87
126,1724,-3,121.5,1.73e-05,1004.0,0.0,5.04,25.18232647,105.3435278,21.06
127,1724,0,120.9,1.77e-05,1004.0,0.0,4.41,24.27762926,56.64976819,44.79
128,1724,3,120.3,1.81e-05,1004.0,0.0,3.6,24.25215356,76.96753567,52.92
129,1724,6,119.75,1.85e-05,1003.0,17.5,2.35,22.64583038,133.1032901,48.84
130,1724,9,119.2,1.88e-05,1002.0,35.0,2.73,22.62200862,196.6025899,33.15
131,1724,12,118.85,1.94e-05,1002.0,35.0,4.28,20.82752501,247.2838438,50.67
132,1724,15,118.5,1.99e-05,1002.0,35.0,3.29,20.81115625,302.1578491,65.97
133,1724,18,118.05,2.05e-05,1002.0,35.0,3.6,24.4682718,371.1706085,13.26
134,1724,21,117.6,2.11e-05,1002.0,35.0,3.55,24.44118485,441.2377161,0.0
135,1724,24,117.3,2.13e-05,1001.0,35.0,2.14,12.00239104,476.7061548,0.0
136,1829,-24,127.7,1.34e-05,1002.0,0.0,2.58,0.0,858.9052651,0.0
137,1829,-21,127.25,1.36e-05,1003.0,0.0,4.4,17.9930736,804.9284273,0.0
138,1829,-18,126.8,1.39e-05,1004.0,0.0,5.19,17.98304023,751.0639588,0.0
139,1829,-15,126.1,1.41e-05,1004.0,0.0,4.89,26.53195234,674.5415668,0.0
140,1829,-12,125.4,1.44e-05,1004.0,0.0,3.14,26.51490052,599.0117361,0.0
141,1829,-9,124.45,1.41e-05,1005.0,0.0,2.79,35.36219412,534.8651995,0.0
142,1829,-6,123.5,1.39e-05,1006.0,0.0,2.64,35.38535325,485.4215965,0.0
143,1829,-3,122.55,1.37e-05,1005.0,0.0,2.74,35.06270992,450.4508453,0.0
144,1829,0,121.6,1.35e-05,1004.0,0.0,3.31,35.07974319,438.4458081,0.0
145,1829,3,120.85,1.34e-05,1005.0,0.0,4.26,27.60387671,444.5370508,0.0
146,1829,6,120.1,1.33e-05,1006.0,0.0,5.7,27.61268877,465.5213952,0.0
147,1829,9,119.25,1.34e-05,1006.0,0.0,5.25,31.48979794,477.930705,0.0
148,1829,12,118.4,1.36e-05,1006.0,0.0,4.49,31.47467516,507.8426093,0.0
149,1829,15,117.7,1.39e-05,1005.0,17.5,3.54,27.11813474,533.0328587,0.0
150,1829,18,117.0,1.42e-05,1004.0,35.0,3.25,27.09750466,568.6727522,0.0
151,1829,21,116.3,1.44e-05,1004.0,35.0,3.25,26.05514889,619.2413198,0.0
152,1829,24,115.6,1.46e-05,1004.0,35.0,3.05,26.04187839,674.9677325,0.0
153,1311,-24,126.45,1.8e-05,952.5,82.5,1.66,0.0,590.3563213,0.0
154,1311,-21,125.9,1.82e-05,950.0,85.0,1.36,20.52277952,530.1356319,0.0
155,1311,-18,125.35,1.86e-05,945.0,87.5,1.12,22.63794118,470.5919764,0.0
156,1311,-15,124.8,1.89e-05,940.0,90.0,1.34,22.61396535,413.9939184,0.0
157,1311,-12,124.15,1.92e-05,932.5,97.5,1.66,24.41237023,348.793565,6.45
158,1311,-9,123.5,1.94e-05,925.0,105.0,1.17,24.39107837,287.8002891,11.34
159,1311,-6,122.85,1.98e-05,930.0,100.0,1.99,25.72471907,240.076505,17.1
160,1311,-3,122.2,2.02e-05,935.0,95.0,2.64,25.69345963,210.9960277,16.92
161,1311,0,121.5,2.05e-05,945.0,85.0,3.37,27.2772972,206.8199031,13.92
162,1311,3,120.8,2.09e-05,955.0,75.0,4.43,27.24195593,233.3957655,9.15
163,1311,6,120.0,2.12e-05,960.0,72.5,4.75,29.8637248,280.5558665,9.93
164,1311,9,119.2,2.15e-05,965.0,70.0,4.5,29.82758853,344.8301564,11.22
165,1311,12,118.6,2.19e-05,965.0,70.0,4.63,24.86471559,413.290977,0.0
166,1311,15,118.0,2.24e-05,965.0,70.0,5.87,24.82945647,483.3088348,0.0
167,1311,18,117.25,2.24e-05,965.0,70.0,4.25,26.5398124,542.3084884,0.0
168,1311,21,116.5,2.25e-05,965.0,70.0,4.34,26.5323361,605.9842263,0.0
169,1311,24,115.85,2.27e-05,962.5,70.0,3.77,23.58135659,670.512144,0.0
170,1510,-24,125.0,1.93e-05,990.0,40.0,3.76,0.0,440.1512506,0.0
171,1510,-21,124.8,1.97e-05,990.0,40.0,3.42,14.78651547,428.3469913,0.0
172,1510,-18,124.6,2.02e-05,990.0,40.0,3.77,14.78063406,421.0396799,0.0
173,1510,-15,124.2,2.04e-05,987.5,42.5,3.81,16.05255992,391.9425824,8.88
174,1510,-12,123.8,2.07e-05,985.0,45.0,3.71,16.0396011,367.0414354,10.92
175,1510,-9,123.4,2.08e-05,985.0,45.0,4.22,15.26454709,343.5684733,3.75
176,1510,-6,123.0,2.1e-05,985.0,45.0,4.98,15.25414,324.9946037,5.7
177,1510,-3,122.8,2.11e-05,985.0,45.0,4.92,8.006615797,320.0032559,11.07
178,1510,0,122.6,2.13e-05,985.0,45.0,3.61,8.003272638,316.7869072,4.32
179,1510,3,122.3,2.16e-05,987.5,42.5,3.71,14.09089928,325.3387384,1.02
180,1510,6,122.0,2.19e-05,990.0,40.0,4.15,14.08000982,339.0558762,4.14
181,1510,9,121.15,2.22e-05,991.0,40.0,4.1,31.43053278,349.5769836,3.96
182,1510,12,120.3,2.25e-05,992.0,40.0,2.8,31.39018704,383.730857,1.05
183,1510,15,120.05,2.24e-05,992.0,40.0,3.83,9.016852387,384.2218493,1.83
184,1510,18,119.8,2.24e-05,992.0,40.0,6.47,9.019290292,386.6172269,10.05
185,1510,21,119.65,2.25e-05,992.0,40.0,6.54,7.66801259,407.5882682,0.0
186,1510,24,119.5,2.27e-05,992.0,40.0,4.45,7.664905716,428.7500836,0.0
187,1929,-24,124.9,1.44e-05,975.0,75.0,4.26,0.0,556.0443757,0.0
188,1929,-21,124.15,1.46e-05,972.5,77.5,4.39,28.24727934,480.0498843,0.0
189,1929,-18,123.4,1.49e-05,970.0,80.0,2.71,28.22827671,407.7150178,0.0
190,1929,-15,122.9,1.49e-05,972.5,77.5,2.49,18.25178753,370.2078492,2.28
191,1929,-12,122.4,1.5e-05,975.0,75.0,2.89,18.24847321,337.4745266,4.44
192,1929,-9,121.85,1.51e-05,977.5,72.5,3.48,20.30236463,304.0253823,6.06
193,1929,-6,121.3,1.52e-05,980.0,70.0,3.94,20.29505459,280.0175387,4.95
194,1929,-3,120.7,1.55e-05,982.5,67.5,5.1,22.97628995,257.5171415,16.29
195,1929,0,120.1,1.57e-05,985.0,65.0,5.62,22.96050267,252.4087636,11.1
196,1929,3,119.7,1.59e-05,988.5,60.0,5.37,15.50870476,257.7172226,23.73
197,1929,6,119.3,1.61e-05,992.0,55.0,5.02,15.50071978,270.9735842,40.17
198,1929,9,118.95,1.63e-05,988.5,60.0,4.13,13.81960991,286.8807349,14.01
199,1929,12,118.6,1.65e-05,985.0,65.0,3.94,13.81260065,307.5240474,13.95
200,1929,15,118.3,1.67e-05,980.0,70.0,3.64,12.17349499,327.1825703,11.94
201,1929,18,118.0,1.69e-05,975.0,75.0,2.86,12.16752677,349.4932684,14.19
202,1929,21,117.85,1.72e-05,980.0,70.0,3.18,10.71291239,354.9861177,8.46
203,1929,24,117.7,1.75e-05,985.0,65.0,3.51,10.71004822,363.1799219,3.6
204,1102,-24,127.35,1.69e-05,940.0,90.0,0.91,0.0,701.2144919,0.0
205,1102,-21,127.2,1.73e-05,935.0,95.0,0.98,14.02931716,678.0805217,0.0
206,1102,-18,126.85,1.79e-05,932.5,97.5,1.52,20.86903353,634.3210507,0.0
207,1102,-15,126.5,1.85e-05,930.0,100.0,1.73,20.85383501,594.2283772,0.0
208,1102,-12,126.15,1.9e-05,925.0,102.5,1.76,20.83819525,558.5766077,0.0
209,1102,-9,125.8,1.96e-05,920.0,105.0,1.97,20.8221171,528.246723,0.0
210,1102,-6,125.45,1.99e-05,920.0,105.0,3.31,16.70817195,499.4732466,0.0
211,1102,-3,125.1,2.03e-05,920.0,105.0,3.55,16.69419107,474.4786684,0.0
212,1102,0,124.8,2.09e-05,920.0,105.0,4.04,21.34938788,468.8308928,0.0
213,1102,3,124.5,2.15e-05,920.0,105.0,4.17,21.33552052,472.1551261,0.0
214,1102,6,124.2,2.2e-05,920.0,105.0,4.22,19.73965142,480.3905187,0.0
215,1102,9,123.9,2.26e-05,920.0,105.0,3.68,19.72546014,495.822223,0.0
216,1102,12,123.65,2.33e-05,925.0,102.5,4.03,23.87286721,534.5698609,0.0
217,1102,15,123.4,2.4e-05,930.0,100.0,4.6,23.86169261,579.7834367,0.0
218,1102,18,123.25,2.47e-05,930.0,97.5,4.77,21.01073786,628.7863907,0.0
219,1102,21,123.1,2.53e-05,930.0,95.0,5.29,21.00657642,680.1782432,0.0
220,1102,24,123.2,2.6e-05,935.0,92.5,4.15,20.64186674,741.1226539,0.0
221,1003,-24,122.95,1.96e-05,1008.0,0.0,1.36,0.0,240.7529615,3.51
222,1003,-21,122.8,1.94e-05,1008.0,0.0,0.64,7.717193626,218.8745625,7.2
223,1003,-18,122.6,1.93e-05,1008.0,0.0,0.9,8.054501233,194.7952209,7.05
224,1003,-15,122.4,1.92e-05,1008.0,0.0,1.39,8.057542056,170.6972476,4.8
225,1003,-12,122.25,1.91e-05,1008.0,0.0,1.86,6.521770172,151.3940738,5.01
226,1003,-9,122.1,1.89e-05,1008.0,0.0,1.48,6.523855074,132.1361788,6.81
227,1003,-6,121.7,1.9e-05,1007.0,0.0,1.26,14.44563365,98.06764456,9.6
228,1003,-3,121.3,1.91e-05,1006.0,0.0,1.05,14.44227133,74.41094786,9.54
229,1003,0,120.6,1.89e-05,1006.0,0.0,0.62,25.68996244,64.30804836,7.83
230,1003,3,119.9,1.87e-05,1006.0,0.0,0.56,25.70711406,120.9584371,6.09
231,1003,6,119.4,1.86e-05,1005.0,0.0,1.58,18.31514028,171.666934,9.6
232,1003,9,118.9,1.85e-05,1004.0,0.0,1.38,18.3232127,224.4543557,11.97
233,1003,12,118.35,1.84e-05,1004.0,0.0,1.48,19.83149818,283.5344535,9.42
234,1003,15,117.8,1.83e-05,1004.0,0.0,2.05,19.83597517,342.8024685,8.97
235,1003,18,117.4,1.86e-05,1003.0,0.0,1.41,17.06897241,386.413766,9.33
236,1003,21,117.0,1.89e-05,1002.0,0.0,1.31,17.0549458,431.5126155,0.0
237,1003,24,116.8,1.94e-05,1001.0,17.5,3.39,16.43397798,459.510047,0.0
238,1220,-24,117.2,1.93e-05,992.0,45.0,1.48,0.0,415.4111979,0.0
239,1220,-21,117.45,1.93e-05,991.0,47.5,1.34,9.134894572,388.1032305,13.29
240,1220,-18,117.7,1.92e-05,990.0,50.0,1.58,9.136989268,360.7826295,12.39
241,1220,-15,117.85,1.92e-05,990.0,50.0,2.55,5.368702033,345.066929,12.84
242,1220,-12,118.0,1.92e-05,990.0,50.0,2.77,5.368702033,329.3889472,16.65
243,1220,-9,118.1,1.91e-05,991.0,47.5,2.88,4.029527666,317.7349046,21.51
244,1220,-6,118.2,1.91e-05,992.0,45.0,1.98,4.030281924,306.1040188,13.86
245,1220,-3,118.25,1.89e-05,992.0,45.0,1.95,4.109943099,298.755712,7.83
246,1220,0,118.3,1.88e-05,992.0,45.0,3.49,4.110299817,291.7326043,9.96
247,1220,3,118.25,1.88e-05,992.0,45.0,3.91,2.575628899,296.3471391,9.6
248,1220,6,118.2,1.87e-05,992.0,45.0,3.61,2.575917188,301.0939669,3.63
249,1220,9,118.1,1.85e-05,993.0,42.5,3.57,6.607761423,310.6934526,1.38
250,1220,12,118.0,1.83e-05,994.0,40.0,3.23,6.609078078,321.2575113,1.32
251,1220,15,117.7,1.82e-05,994.0,40.0,3.04,11.39448257,353.9237843,1.86
252,1220,18,117.4,1.81e-05,994.0,40.0,2.08,11.39906489,386.9047639,1.38
253,1220,21,117.0,1.81e-05,994.0,40.0,2.78,14.49157019,429.6140436,0.0
254,1220,24,116.6,1.82e-05,994.0,40.0,2.62,14.48835941,472.427447,0.0
255,1213,-24,125.9,2.1e-05,992.0,40.0,2.69,0.0,577.9651109,0.0
256,1213,-21,125.55,2.11e-05,992.0,40.0,3.0,12.96533666,549.2007112,0.0
257,1213,-18,125.2,2.13e-05,992.0,40.0,3.27,12.95900666,521.8243699,0.0
258,1213,-15,124.8,2.13e-05,992.0,40.0,2.78,14.1940478,485.6691425,0.0
259,1213,-12,124.4,2.13e-05,992.0,40.0,3.24,14.1940478,450.638255,0.0
260,1213,-9,124.1,2.14e-05,992.0,40.0,4.65,11.26458577,432.1598828,0.0
261,1213,-6,123.8,2.15e-05,992.0,40.0,5.62,11.2591786,415.6663109,0.0
262,1213,-3,123.6,2.17e-05,992.0,40.0,6.14,8.998279594,412.5870066,0.0
263,1213,0,123.4,2.19e-05,992.0,40.0,5.33,8.993717406,411.3064096,0.0
264,1213,3,123.05,2.22e-05,992.0,40.0,5.83,15.4442865,412.2484157,0.0
265,1213,6,122.7,2.25e-05,992.0,40.0,5.47,15.43040738,418.4589716,0.0
266,1213,9,121.8,2.29e-05,991.0,42.5,4.6,34.24027699,424.6062749,0.0
267,1213,12,120.9,2.33e-05,990.0,45.0,4.54,34.18034396,454.6536611,0.0
268,1213,15,120.2,2.34e-05,987.5,47.5,5.7,24.66553902,467.4504603,0.0
269,1213,18,119.5,2.34e-05,985.0,50.0,7.54,24.65826436,491.1685213,0.0
270,1213,21,118.85,2.34e-05,980.0,55.0,6.64,22.83244461,517.045726,0.0
271,1213,24,118.2,2.34e-05,975.0,60.0,5.15,22.83244461,550.2815813,0.0
272,1822,-24,127.4,1.96e-05,905.0,110.0,2.28,0.0,696.9255955,0.0
273,1822,-21,126.9,2e-05,905.0,110.0,2.32,23.1734834,651.9166101,0.0
274,1822,-18,126.3,2.05e-05,905.0,110.0,2.72,24.98060672,600.1666204,0.0
275,1822,-15,125.7,2.09e-05,905.0,110.0,2.93,24.94760774,554.1999207,0.0
276,1822,-12,124.9,2.13e-05,905.0,110.0,3.92,31.19440013,497.5237413,0.0
277,1822,-9,124.1,2.17e-05,905.0,110.0,4.78,31.14561641,453.8266569,0.0
278,1822,-6,123.2,2.21e-05,905.0,110.0,5.41,33.69506829,416.3665313,0.0
279,1822,-3,122.3,2.25e-05,905.0,110.0,6.31,33.64450218,401.8679689,0.0
280,1822,0,121.4,2.25e-05,922.5,100.0,6.9,31.76133813,379.4593965,18.0
281,1822,3,120.5,2.25e-05,940.0,90.0,7.23,31.76133813,380.3144615,25.11
282,1822,6,120.1,2.28e-05,940.0,90.0,7.68,16.85922479,415.2314329,0.0
283,1822,9,119.7,2.31e-05,940.0,90.0,7.88,16.84220371,453.0634218,0.0
284,1822,12,119.0,2.35e-05,945.0,87.5,8.65,27.78321045,515.4188398,0.0
285,1822,15,118.3,2.39e-05,950.0,85.0,8.49,27.73753503,582.8231258,0.0
286,1822,18,117.65,2.43e-05,952.5,82.5,6.76,25.30017498,646.1576134,0.0
287,1822,21,117.0,2.46e-05,955.0,80.0,4.44,25.26207348,711.7022906,0.0
288,1822,24,116.15,2.51e-05,957.5,77.5,3.64,33.09375974,800.3743279,0.0
289,1625,-24,123.2,1.39e-05,1000.0,0.0,2.98,0.0,467.6216275,0.0
290,1625,-21,122.85,1.41e-05,1000.0,0.0,2.2,14.73182923,429.2804127,0.0
291,1625,-18,122.5,1.44e-05,1000.0,0.0,2.47,14.72416473,392.2265383,6.48
292,1625,-15,121.9,1.44e-05,1000.0,0.0,3.47,21.89903653,364.0361967,8.28
293,1625,-12,121.3,1.45e-05,1000.0,0.0,3.79,21.89518532,346.1856433,8.52
294,1625,-9,121.0,1.46e-05,999.0,17.5,5.06,11.51478947,333.3557909,5.25
295,1625,-6,120.7,1.47e-05,998.0,35.0,6.09,11.51107688,323.7196399,13.47
296,1625,-3,120.3,1.53e-05,996.0,40.0,6.16,22.08122433,282.2633578,23.28
297,1625,0,119.9,1.59e-05,994.0,45.0,6.72,22.06495468,251.5582174,23.49
298,1625,3,119.3,1.62e-05,993.0,47.5,6.63,24.37433411,262.8314695,11.19
